user_id,book_id,rating,id,content
276725,2967,0,1,
276727,11029,0,2,
276744,9270,7,3,
276746,2031,0,4,
276746,228,0,5,
276746,1005,0,6,
276746,597,0,7,
276747,4780,9,8,
276747,25772,0,9,
276747,7129,0,10,
276747,1837,9,11,
276747,6277,8,12,
276754,1987,8,13,
276755,103,5,14,
276762,7793,5,15,
276762,6097,0,16,
276762,4885,8,17,
276788,2239,8,18,
276788,5507,7,19,
276788,19967,10,20,
276796,167,5,21,
276798,3218,6,22,
276800,7072,0,23,
276800,25359,0,24,
276800,2782,0,25,
276800,8386,0,26,
276804,1814,0,27,
276804,16756,8,28,
276811,5732,10,29,
276814,14791,9,30,
276822,17059,10,31,
276822,1028,9,32,
276822,15577,10,33,
276828,14833,0,34,
276828,14835,0,35,
276828,5685,0,36,
276828,9709,0,37,
276830,13903,9,38,
276832,1532,0,39,
276832,1711,5,40,
276837,4758,5,41,
276838,4340,0,42,
276840,7381,0,43,
276847,678,0,44,
276847,12817,0,45,
276847,14414,7,46,
276847,8247,10,47,
276847,5733,10,48,
276847,5042,8,49,
276847,26764,10,50,
276847,13588,6,51,
276847,5214,7,52,
276848,3855,0,53,
276848,15095,0,54,
276848,5795,0,55,
276848,3226,0,56,
276850,11104,7,57,
276856,726,0,58,
276859,25267,0,59,
276859,15159,10,60,
276859,15163,10,61,
276859,10742,0,62,
276861,10761,10,63,
276862,6062,0,64,
276866,15185,0,65,
276866,8815,0,66,
276866,1278,0,67,
276866,1771,0,68,
276866,13005,0,69,
276869,2486,0,70,
276872,9500,8,71,
276872,25057,7,72,
276875,26675,0,73,
276875,3175,0,74,
276875,7884,6,75,
276875,5761,0,76,
276878,2136,6,77,
276884,4817,0,78,
276887,10017,5,79,
276887,6091,0,80,
276887,2997,9,81,
276888,8727,6,82,
276888,5268,0,83,
276889,7909,0,84,
276896,2885,10,85,
276904,5732,10,86,
276904,18948,0,87,
276911,7191,9,88,
276911,22174,9,89,
276925,3740,10,90,
276925,18481,0,91,
276925,12715,0,92,
276925,24074,6,93,
276925,4345,0,94,
276925,409,0,95,
276925,4137,0,96,
276925,15610,0,97,
276925,749,8,98,
276925,21415,0,99,
276925,21404,0,100,
276925,401,0,101,
276925,331,0,102,
276925,3915,0,103,
276925,13299,0,104,
276925,13294,0,105,
276925,2993,0,106,
276925,68,0,107,
276925,27,0,108,
276925,14081,0,109,
276925,69,0,110,
276925,4356,0,111,
276925,5085,0,112,
276925,14530,0,113,
276925,17704,0,114,
276925,25552,0,115,
276925,3942,0,116,
276925,428,0,117,
276925,17764,0,118,
276925,7083,0,119,
276925,7084,0,120,
276925,4350,10,121,
276925,9635,0,122,
276928,4206,5,123,
276928,3239,0,124,
276928,11656,0,125,
276928,24384,10,126,
276928,7269,10,127,
276929,1179,0,128,
276929,6357,0,129,
276929,5433,0,130,
276929,21828,0,131,
276929,21869,5,132,
276929,9533,0,133,
276929,9622,0,134,
276929,7742,0,135,
276929,14527,0,136,
276929,15626,0,137,
276929,3528,5,138,
276929,5678,10,139,
276929,12698,2,140,
276929,21918,5,141,
276929,21864,0,142,
276929,21917,6,143,
276929,21442,0,144,
276936,3226,5,145,
276939,26232,0,146,
276939,2144,0,147,
276939,27,0,148,
276939,5356,7,149,
276939,820,9,150,
276939,10540,9,151,
276939,15763,9,152,
276939,5589,0,153,
276953,38,10,154,
276953,14103,7,155,
276954,27,0,156,
276954,14452,0,157,
276957,3121,6,158,
276964,7058,10,159,
276964,19665,0,160,
276964,15362,9,161,
276964,7784,0,162,
276964,5286,5,163,
276964,5546,9,164,
276964,6994,0,165,
276964,21401,0,166,
276964,1987,8,167,
276964,3686,0,168,
276964,2252,10,169,
276964,6536,7,170,
276964,16276,8,171,
276964,16278,9,172,
276964,16279,10,173,
276984,22283,0,174,
276984,12314,0,175,
276984,13220,9,176,
276984,11646,9,177,
276984,15596,0,178,
276984,19927,10,179,
276984,2687,9,180,
276986,671,10,181,
276986,4727,10,182,
276986,9897,10,183,
276986,16713,10,184,
276988,26550,7,185,
276988,21259,7,186,
276988,9243,8,187,
276988,26603,0,188,
276988,1487,8,189,
276989,5126,0,190,
276994,8814,6,191,
276994,4623,7,192,
276994,12503,0,193,
276994,9486,6,194,
276994,5102,2,195,
276994,352,8,196,
276997,10505,0,197,
276998,1479,8,198,
277009,4563,9,199,
277012,19198,9,200,
277012,17195,5,201,
277018,1538,7,202,
277032,3296,8,203,
277035,26837,0,204,
277036,2257,9,205,
277036,3267,9,206,
277042,9192,0,207,
277042,12690,0,208,
277042,4283,8,209,
277042,6197,0,210,
277042,2381,0,211,
277042,226,7,212,
277042,2867,8,213,
277042,8709,0,214,
277042,6402,9,215,
277042,1107,0,216,
277042,6050,0,217,
277042,4731,0,218,
277042,4079,8,219,
277042,27,2,220,
277048,10368,7,221,
277048,1276,0,222,
277048,25459,0,223,
277051,6348,10,224,
277051,1282,10,225,
277051,15029,0,226,
277051,3928,7,227,
277051,1050,0,228,
277051,1994,0,229,
277072,879,9,230,
277087,6945,0,231,
277094,9309,10,232,
277096,801,7,233,
277107,2642,10,234,
277107,19979,5,235,
277109,1763,0,236,
277109,4063,5,237,
277114,6401,0,238,
277116,12816,8,239,
277123,172,0,240,
277124,22027,9,241,
277124,12341,9,242,
277124,5663,9,243,
277124,1073,5,244,
277135,11295,8,245,
277139,10522,0,246,
277142,19868,0,247,
277143,12690,0,248,
277143,5089,10,249,
277143,2231,9,250,
277143,1711,0,251,
277143,9761,0,252,
277143,6682,0,253,
277143,18513,8,254,
277155,19424,0,255,
277157,11750,0,256,
277157,10807,0,257,
277157,4266,0,258,
277157,2411,7,259,
277157,2381,0,260,
277157,7003,7,261,
277157,5013,7,262,
277157,3190,7,263,
277157,7716,0,264,
277157,5001,8,265,
277157,6763,0,266,
277157,6027,0,267,
277157,9834,0,268,
277157,9838,0,269,
277157,6760,0,270,
277157,12325,0,271,
277157,7915,7,272,
277157,15388,6,273,
277157,13339,5,274,
277157,21298,7,275,
277157,240,7,276,
277157,27,0,277,
277165,14046,7,278,
277168,16609,0,279,
277168,2380,0,280,
277168,53,0,281,
277168,16585,0,282,
277168,9390,0,283,
277168,22596,0,284,
277168,4082,0,285,
277168,1535,4,286,
277168,16350,0,287,
277168,6468,0,288,
277170,6041,0,289,
277170,13158,0,290,
277170,1864,0,291,
277170,11811,9,292,
277171,6659,0,293,
